orthogroup	subset	gene	description	1021	WSM419	USDA1106	descriptions
OG0035868	OG0035868.0		hypothetical protein				hypothetical protein
OG0044959	OG0044959.0		transcription factor				transcription factor
OG0054028	OG0054028.0		hypothetical protein				hypothetical protein
OG0041633	OG0041633.0		hypothetical protein				hypothetical protein
OG0020579	OG0020579.0		hypothetical protein				hypothetical protein
OG0034906	OG0034906.0		hypothetical protein				hypothetical protein
OG0038698	OG0038698.0		hypothetical protein				hypothetical protein
OG0025587	OG0025587.0		hypothetical protein		WSM419_Smed_5551		hypothetical protein
OG0047576	OG0047576.0		hypothetical protein				hypothetical protein
OG0019586	OG0019586.0		transposase				transposase
OG0048803	OG0048803.0		hypothetical protein				hypothetical protein
OG0045329	OG0045329.0		hypothetical protein				hypothetical protein
OG0019846	OG0019846.0		hypothetical protein				hypothetical protein
OG0049097	OG0049097.0		hypothetical protein				hypothetical protein
OG0046094	OG0046094.0		collagen-like protein				collagen-like protein
OG0025892	OG0025892.0		hypothetical protein				hypothetical protein
OG0057022	OG0057022.0		hypothetical protein				hypothetical protein
OG0021208	OG0021208.0		BON domain-containing protein				BON domain-containing protein
OG0053798	OG0053798.0		hypothetical protein				hypothetical protein
OG0053840	OG0053840.0		hypothetical protein				hypothetical protein
OG0053945	OG0053945.0		hypothetical protein				hypothetical protein
OG0045474	OG0045474.0		hypothetical protein				hypothetical protein
OG0057294	OG0057294.0		hypothetical protein				hypothetical protein
OG0020756	OG0020756.0		hypothetical protein				hypothetical protein
OG0057250	OG0057250.0		integrase				integrase
OG0046095	OG0046095.0		hypothetical protein				hypothetical protein
OG0034771	OG0034771.0		hypothetical protein				hypothetical protein
OG0043468	OG0043468.0		acid phosphatase				acid phosphatase
OG0046360	OG0046360.0		DUF3309 domain-containing protein				DUF3309 domain-containing protein
OG0028898	OG0028898.0		hypothetical protein				hypothetical protein
OG0028910	OG0028910.0		hypothetical protein				hypothetical protein
OG0020890	OG0020890.0		hypothetical protein				hypothetical protein
OG0034959	OG0034959.0		hypothetical protein				hypothetical protein
OG0060530	OG0060530.0		hypothetical protein		WSM419_Smed_6109		hypothetical protein
OG0027603	OG0027603.0		hypothetical protein				hypothetical protein
OG0026545	OG0026545.0		hypothetical protein		WSM419_Smed_4849		hypothetical protein
OG0045360	OG0045360.0		hypothetical protein				hypothetical protein
OG0030180	OG0030180.0		DUF1328 domain-containing protein				DUF1328 domain-containing protein
OG0035568	OG0035568.0		hypothetical protein				hypothetical protein
OG0044784	OG0044784.0		TetR family transcriptional regulator				TetR family transcriptional regulator
OG0024942	OG0024942.0		cupin domain-containing protein				cupin domain-containing protein
OG0028236	OG0028236.0		hypothetical protein				hypothetical protein
OG0043955	OG0043955.0		hypothetical protein				hypothetical protein
OG0025851	OG0025851.0		FkbM family methyltransferase				FkbM family methyltransferase
OG0046599	OG0046599.0		hypothetical protein				hypothetical protein
OG0041602	OG0041602.0		SDR family NAD(P)-dependent oxidoreductase				SDR family NAD(P)-dependent oxidoreductase
OG0029160	OG0029160.0		hypothetical protein				hypothetical protein
OG0054023	OG0054023.0		hypothetical protein				hypothetical protein
OG0045020	OG0045020.0		hypothetical protein				hypothetical protein
OG0020087	OG0020087.0		hypothetical protein				hypothetical protein
OG0027544	OG0027544.0		hypothetical protein				hypothetical protein
OG0048976	OG0048976.0	glnQ	glutamine ABC transporter ATP-binding protein				glutamine ABC transporter ATP-binding protein
OG0044832	OG0044832.0		hypothetical protein				hypothetical protein
OG0043633	OG0043633.0		hypothetical protein				hypothetical protein
OG0037934	OG0037934.0		hypothetical protein				hypothetical protein
OG0041803	OG0041803.0		hypothetical protein				hypothetical protein
OG0030044	OG0030044.0		hypothetical protein				hypothetical protein
OG0027656	OG0027656.0		hypothetical protein				hypothetical protein
OG0029205	OG0029205.0		hypothetical protein		WSM419_Smed_1674		hypothetical protein
OG0027797	OG0027797.0		HNH endonuclease				HNH endonuclease
OG0046174	OG0046174.0	casB	type I-E CRISPR-associated protein Cse2/CasB				type I-E CRISPR-associated protein Cse2/CasB
OG0025707	OG0025707.0		diguanylate cyclase				diguanylate cyclase
OG0024467	OG0024467.0		hypothetical protein				hypothetical protein
OG0060544	OG0060544.0		heavy metal transport/detoxification protein		WSM419_Smed_6264		heavy metal transport/detoxification protein
OG0045618	OG0045618.0		molybdenum ABC transporter substrate-binding protein				molybdenum ABC transporter substrate-binding protein
OG0045819	OG0045819.0		hypothetical protein				hypothetical protein
OG0023039	OG0023039.0		N acetyl sugar amidotransferase				N-acetyl sugar amidotransferase
OG0034340	OG0034340.0		choline dehydrogenase				choline dehydrogenase
OG0025963	OG0025963.0		hypothetical protein				hypothetical protein
OG0034685	OG0034685.0		hypothetical protein				hypothetical protein
OG0047069	OG0047069.0		hypothetical protein				hypothetical protein
OG0046390	OG0046390.0		hypothetical protein				hypothetical protein
OG0045753	OG0045753.0		hypothetical protein				hypothetical protein
OG0056842	OG0056842.0		nuclear transport factor 2 family protein				nuclear transport factor 2 family protein
OG0044103	OG0044103.0		hypothetical protein				hypothetical protein
OG0045061	OG0045061.0		hypothetical protein				hypothetical protein
OG0029965	OG0029965.0		hypothetical protein				hypothetical protein
OG0034432	OG0034432.0		recombinase family protein				recombinase family protein
OG0029569	OG0029569.0		hypothetical protein	1021_SMa0739			hypothetical protein
OG0047178	OG0047178.0		hypothetical protein				hypothetical protein
OG0023155	OG0023155.0		sugar ABC transporter permease				sugar ABC transporter permease
OG0046821	OG0046821.0		hypothetical protein				hypothetical protein
OG0021977	OG0021977.0		PEP-CTERM sorting domain-containing protein				PEP-CTERM sorting domain-containing protein
OG0021449	OG0021449.0		cobalamin B12-binding domain-containing protein		WSM419_Smed_5088		cobalamin B12-binding domain-containing protein
OG0045654	OG0045654.0		hypothetical protein				hypothetical protein
OG0024446	OG0024446.0		hypothetical protein				hypothetical protein
OG0046520	OG0046520.0		DUF4113 domain-containing protein				DUF4113 domain-containing protein
OG0022379	OG0022379.0		hypothetical protein				hypothetical protein
OG0022353	OG0022353.0		IS256 family transposase				IS256 family transposase
OG0029217	OG0029217.0		hypothetical protein				hypothetical protein
OG0044969	OG0044969.0		hypothetical protein				hypothetical protein
OG0020582	OG0020582.0		hypothetical protein				hypothetical protein
OG0020774	OG0020774.0		hypothetical protein				hypothetical protein; IS5/IS1182 family transposase
OG0048909	OG0048909.0		hypothetical protein				hypothetical protein
OG0041748	OG0041748.0		hypothetical protein				hypothetical protein
OG0030087	OG0030087.0		hypothetical protein				hypothetical protein
OG0027144	OG0027144.0		hypothetical protein				hypothetical protein
OG0028981	OG0028981.0		ex bonuclease I				exodeoxyribonuclease I; exonuclease I
OG0021056	OG0021056.0		carboxymuconolactone decarboxylase family protein				carboxymuconolactone decarboxylase family protein
OG0048134	OG0048134.0		hypothetical protein				hypothetical protein
OG0045692	OG0045692.0		hypothetical protein				hypothetical protein
OG0047535	OG0047535.0		hypothetical protein				hypothetical protein
OG0049078	OG0049078.0		hypothetical protein				hypothetical protein
OG0056791	OG0056791.0		hypothetical protein				hypothetical protein
OG0028195	OG0028195.0		LysR family transcriptional regulator				LysR family transcriptional regulator
OG0034842	OG0034842.0		hypothetical protein				hypothetical protein
OG0045483	OG0045483.0		hypothetical protein				hypothetical protein
OG0041844	OG0041844.0		hypothetical protein				hypothetical protein
OG0026983	OG0026983.0		hypothetical protein				hypothetical protein
OG0043591	OG0043591.0		hypothetical protein				hypothetical protein
OG0047498	OG0047498.0		hypothetical protein				hypothetical protein
OG0047303	OG0047303.0		hypothetical protein				hypothetical protein
OG0037764	OG0037764.0		hypothetical protein				hypothetical protein
OG0024518	OG0024518.0		hypothetical protein				hypothetical protein
OG0021400	OG0021400.0		peptidase C39				peptidase C39
OG0043938	OG0043938.0		LysR family transcriptional regulator				LysR family transcriptional regulator
OG0028815	OG0028815.0		fatty acid hydroxylase				fatty acid hydroxylase
OG0046155	OG0046155.0		hypothetical protein				hypothetical protein
OG0025986	OG0025986.0		hypothetical protein				hypothetical protein
OG0060366	OG0060366.0		necrosis-inducing protein		WSM419_Smed_1633		necrosis-inducing protein
OG0038618	OG0038618.0		dicarboxylate/amino acid:cation symporter				dicarboxylate/amino acid:cation symporter
OG0048000	OG0048000.0		DUF2892 domain-containing protein				DUF2892 domain-containing protein
OG0028874	OG0028874.0		hypothetical protein				hypothetical protein
OG0045030	OG0045030.0		DUF4113 domain-containing protein				DUF4113 domain-containing protein
OG0022422	OG0022422.0		hypothetical protein				hypothetical protein
OG0041532	OG0041532.0		glycerophosphodiester phosphodiesterase				glycerophosphodiester phosphodiesterase
OG0029579	OG0029579.0		hypothetical protein	1021_SMa1092			hypothetical protein
OG0056775	OG0056775.0		hypothetical protein				hypothetical protein
OG0035820	OG0035820.0		hypothetical protein				hypothetical protein
OG0057159	OG0057159.0		DUF1328 domain-containing protein				DUF1328 domain-containing protein
OG0027664	OG0027664.0		hypothetical protein		WSM419_Smed_1866		hypothetical protein
OG0043753	OG0043753.0		hypothetical protein				hypothetical protein
OG0020851	OG0020851.0		hypothetical protein				hypothetical protein
OG0048907	OG0048907.0		hypothetical protein				hypothetical protein
OG0046998	OG0046998.0		hypothetical protein				hypothetical protein
OG0025813	OG0025813.0		excisionase				excisionase
OG0019318	OG0019318.0		hypothetical protein				hypothetical protein
OG0047132	OG0047132.0		hypothetical protein				hypothetical protein
OG0022362	OG0022362.0		hypothetical protein				hypothetical protein
OG0047954	OG0047954.0		hypothetical protein				hypothetical protein
OG0027852	OG0027852.0		VCBS repeat-containing protein				VCBS repeat-containing protein
OG0044016	OG0044016.0		hypothetical protein				hypothetical protein
OG0048838	OG0048838.0		hypothetical protein				hypothetical protein
OG0044032	OG0044032.0		hypothetical protein				hypothetical protein
OG0025136	OG0025136.0		DUF1127 domain-containing protein				DUF1127 domain-containing protein
OG0025033	OG0025033.0		IS110 family transposase				IS110 family transposase
OG0022876	OG0022876.0		hypothetical protein	1021_SM_b20090			hypothetical protein
OG0057145	OG0057145.0		hypothetical protein				hypothetical protein
OG0023128	OG0023128.0		tyae d tabil aa tt x o yrttm R E rE f x i				type II toxin-antitoxin system RelE/ParE family toxin; plasmid stabilization protein
OG0027686	OG0027686.0		hypothetical protein				hypothetical protein
OG0045443	OG0045443.0		hypothetical protein				hypothetical protein
OG0024364	OG0024364.0		hypothetical protein				hypothetical protein
OG0060494	OG0060494.0		hypothetical protein		WSM419_Smed_5730		hypothetical protein
OG0037894	OG0037894.0		hypothetical protein				hypothetical protein
OG0044011	OG0044011.0		hypothetical protein				hypothetical protein
OG0028260	OG0028260.0		hypothetical protein				hypothetical protein
OG0035589	OG0035589.0		hypothetical protein				hypothetical protein
OG0035538	OG0035538.0		hypothetical protein				hypothetical protein
OG0027035	OG0027035.0		hypothetical protein				hypothetical protein
OG0043478	OG0043478.0		hypothetical protein				hypothetical protein
OG0035858	OG0035858.0		hypothetical protein				hypothetical protein
OG0020900	OG0020900.0		AlpA family phage regulatory protein				AlpA family phage regulatory protein
OG0041746	OG0041746.0		hypothetical protein				hypothetical protein
OG0019236	OG0019236.0		hypothetical protein	1021_SMa1974			hypothetical protein
OG0022068	OG0022068.0		hypothetical protein				hypothetical protein
OG0019401	OG0019401.0		ABC transporter ATP binding protein				ABC transporter ATP-binding protein
OG0044131	OG0044131.0		SAM-dependent methyltransferase				SAM-dependent methyltransferase
OG0057064	OG0057064.0		hypothetical protein				hypothetical protein
OG0057040	OG0057040.0		hypothetical protein				hypothetical protein
OG0057183	OG0057183.0		phage holin family protein				phage holin family protein
OG0056579	OG0056579.0		alpha/beta hydrolase				alpha/beta hydrolase
OG0027674	OG0027674.0		hypothetical protein				hypothetical protein
OG0041775	OG0041775.0		hypothetical protein				hypothetical protein
OG0026485	OG0026485.0		hypothetical protein				hypothetical protein
OG0057215	OG0057215.0		hypothetical protein				hypothetical protein
OG0026286	OG0026286.0		Lrp/AsnC family transcriptional regulator				Lrp/AsnC family transcriptional regulator
OG0045615	OG0045615.0		hypothetical protein				hypothetical protein
OG0045847	OG0045847.0		hypothetical protein				hypothetical protein
OG0028354	OG0028354.0		hypothetical protein				hypothetical protein
OG0046232	OG0046232.0		hypothetical protein				hypothetical protein
OG0056523	OG0056523.0		hypothetical protein				hypothetical protein
OG0056581	OG0056581.0		hypothetical protein				hypothetical protein
OG0038726	OG0038726.0		hypothetical protein				hypothetical protein
OG0049171	OG0049171.0		hypothetical protein				hypothetical protein
OG0056971	OG0056971.0		hypothetical protein				hypothetical protein
OG0025169	OG0025169.0		hypothetical protein				hypothetical protein
OG0048816	OG0048816.0		hypothetical protein				hypothetical protein
